,Comment
7985,NO! we are not getting use to a notch on an expensive computer! ever mobile phone company are trying to get ride of the notch! Apple adds it!
7986,Sillver
7987,Why not a video about Samsung book 2 line up?
7988,Great vid MKB4K
7989,developers
7990,Do you think Mac Air is worth buying for running one or two Virtual machines
7991,LOL M2� I�m still waiting for the M1 Pro Max I ordered in March.
7992,Lens is so dirty ????
7993,That midnight color� if it comes to the pro it�ll be an instant upgrade for me
7994,Na that colour is too dope XD
7995,such fire hair
7996,midnight midnight midnight (please get)
7997,Congrats on trending!
7998,Starlight vote who agree ??
7999,midnight pleaseee
8000,Midnight
8001,Hear me out: if you wanna do high workloads
8002,Wear gloves handling the MacBook Air in midnight ??. Isn�t that always the case when it comes to matte colored products that they are finger print magnets? You can buy a clear snap-on case or d-brand ?????.
8003,Starlight
8004,Performance in the gaming?
8005,@Gen Wunner get a pc for everything
8006,mac is not for gaming dude. Get a PC
8007,Buy in both colours space grey and midnight and show side by side
8008,These small screens are terrible for your eyes. I would never use them.
8009,With M2 MacBook Pro - I think intellij won't be as sluggish as on M2 MacBook air
8010,So then my obvious question would be
8011,Doesn't matter what color you decide
8012,BIG F APPLE
8013,"I do not understand why air have no cooling system, compare to all MACBOOKS AIR i5intel there was a COOLING SYSTEM,
So Apple play little game, taking something away and put it back later :) so apple will lose so many customers for playing that game :),1,RoUseD VidEo,2022-06-09T19:23:05Z,0,0.0,0.475,0.0640625;;"
8014,Wow
8015,midnight is the best
8016,I low-key thought that my screen was dirty but then when I actually try to wipe it I noticed it was the video
8017,Bro
8018,Nothing  beats dell xps
8019,thanks for the video also you should get the color Starlight its new
8020,Side note
8021,"My guess is that the 13 inch MacBook Pro exists so that Apple can show how fast the M chips are with active cooling. If the M1 was introduced with only the MacBook Air, then ""The Internet"" would complain that the M1 is useless due to the thermal throttling. The 13 inch Pro shows what the M chip will do with a little extra cooling without having to wait for the 14 or 16 inch models.,0,Will J,2022-06-09T19:14:56Z,0,0.0,0.4821428571428572,-0.106547619047619;;"
8022,I think the starlight is cool. Space grey is old news ha.
8023,Silver
8024,"I currently own a MBP Pro mid 2009, which you all can confirm, is really outdated.
I'm happy that my private finance minister gave her ""Go"" and accepted the higher price for the Air M2 /10x GPU with gritted teeth :)
I'm sure, the performance jump from my old to the new one will blow me away.
My problem for now: Space Grey or Midnight. Waiting for seeing it in the Apple Store.,1,Stefan Goldkuhle,2022-06-09T19:06:30Z,0,0.0,0.5592516069788797,0.2214876033057851;;"
8025,Get the Space gray for sure
8026,"I enjoyed the video and the knowledge. Keep up the great work.
For me this MBA is a great purchase since my MBA is over 5 years old and running on inferior tech. 
Midnight color is the best of them all and now that you mention it had a touch of blue, even better. Forget about silver and space grey. Those two colors are tired. If you pass on midnight go for starlight. Too bad Apple did not also make bright colors like the iMac,1,Jav C,2022-06-09T19:03:38Z,5,0.0,0.5060606060606061,0.2954545454545455;;"
8027,Up in price because of inflation in the US???
8028,My body is ready. My body is not. When is Dell coming out with an ARM chip for Windows?
8029,Hey what's up with the close dust (dot) I have seen it twice now
8030,midnight
8031,please buy a midnight variant of M2 air...that colour has never been in the lineup of macs...I have space grey model of M1 air
8032,Studies show that when a midrange product is overpriced sales go up.
8033,MKBHD you should have called this vid the destruction of the macbook pro
8034,Ugly notch
8035,"lol now all the mac fanboys be like ""yo, your mac is so old! look how thin it is! you gotta get with the new chonky design language!"",1,gus mueller,2022-06-09T18:57:01Z,0,0.0,0.5511363636363636,0.1488636363636363;;"
8036,Are we Easter egg hunting again? Apple records was founded in 1968.
8037,You should get the starlight bro.
8038,I�ll stick with my 12.9 inch iPad Pro
8039,wow that notch look absolutely shit
8040,still hating the notch. yuck. just make a smaller camera...smh
8041,Midnight with clear skin on the back ??
8042,Waste of time....
8043,yes you are.
8044,One  of the best mkbhd videos I�ve watched so far
8045,1.199... no!
8046,Everyone seems to want the Midnight
8047,New
8048,Midnight is definitely more beautiful� but one should wear gloves�
8049,I love my M1 Mac Mini ?? I think the M2 Air looks great! IMHO price-wise
8050,Have you camera lens issue ? I Saw 2 blacks dirt on your image. Great overview as always !
8051,Basically no need to upgrade from your 2015 MacBook
8052,On the air I expected the 24� iMac colors� for me that is a missed occasion.
8053,so is this software better than the mac book pro 14in with the M1 pro/max  chip?
8054,they 100% made the m2 MBP because they have all the left over stock of garbage touchbar non magsafe bodies.
8055,Wish they did that Emerald green color to match my watch ?? let�s go with Starlight
8056,Apple= More questions then answers?!???
8057,So wait I need an answer!? What about the MacBook Pro? What�s the point?! I wanted the pro but at this point it�s like why? Are they gonna do anything with it or is it just worth getting the air and calling it a day?
8058,Silver is my favorite color!
8059,I feel like Starlight is going to be the least popular color--so that means I want it. :P
8060,The fast charger is not included ?? ??
8061,I don't care abt the colour only becoz anyhow iam not going to buy ( no bucks )??
8062,nobody cares.
8063,As my preference midnight colour is better than the other because it's look dramatic.
8064,�The wicked man puts up a bold appearance
8065,You're so used to the notch that you forgot to add not having a notch as an advantage to the M2 MBP lol
8066,"I'm not thrilled that the price has gone up, though they did bring some nice new things to the table design wise and I like that MagSafe is finally back. (Why they took it away I'll never know).  Colors... despite the fingerprints I'd probably go Midnight, failing that Space Gray.  Much like you I'm up for anything that isn't just boring ""Silver."",1,Xoa Gray,2022-06-09T18:23:07Z,0,0.0,0.6077922077922077,0.048051948051948;;"
8067,Back to proprietary charging again. Why? Do something interesting like a magsafe USBC cable
8068,"Will fast charge harm the battery over time?

I won�t usually need it to be that fast but if it�s my only charger (and I work most of the time with my laptop plugged in at my desk) would it be a useful backup for when I do need speedy charging, or do more harm than good�??,1,Harry Goodwin,2022-06-09T18:21:42Z,0,0.0,0.4928571428571429,0.2071428571428571;;"
8069,I hope this is a pinball reference :)
8070,Do the piss yellow one
8071,If only Apple had priced this near $1099 it would be an instant hit. Or at least dropped the M1 MBA to $899. Eitherway
8072,@Tony Talks but the sad thing is that they didnt even price drop the previous one. Which is outrageous considering it already not 1 but 2 years old.
8073,Yeah
8074,"I had the M1 air and I loved it, so naturally i switched to the 16 inch max 32 gig monster for the screen upgrade. Now my experience is ""meh"" I'm going to ditch the 16 max for the m2 air and get back to basics. I know ill love it and I'm not on it all the time.,1,Jesse Bessette,2022-06-09T18:15:18Z,1,0.0,0.56,0.1599999999999999;;"
8075,As a RED customer since the first 100 cameras
8076,I hope that people do their research before buying and realize that the pro is actually worse. Getting a tiny improvement in performance while getting a worse laptop in every other aspect is definitely not worth it.
8077,try Garmin smart watch. you can compete with others
8078,i dont care much about fingerprints on a laptop cause it just doesnt get touched the way a phone does. definitely going for midnight but ill wait for the m3
8079,obviously space grey?????
8080,He didn't get to touch the m2 until after lunch and his fingers were buried deep into a large McDonalds Fries
8081,I don't understand why it has a notch at the top. They have been able to fit cameras in that size of screen bezel before.
8082,Sorry
8083,Get Midnight!
8084,Comparing the new MacBook air to the iPad Pro
8085,Go with silver
8086,i run photoshop and illustrator heavily on my m1 macbook air and i don't understand how it could be any faster.
8087,Seriously? a notch for a laptop.
8088,ImagiNE? MarqueS?  TalkING? WithOUT? the ? UpSPeaK???? Is thAT?  evEN???? possi-BLE????
8089,looks ugly af unlike apple products
8090,MID KNIGHT and throw a MKBHD wrap....
